Datetime,Direction,Pattern,Score,ADX,Close,SL,TP
2024-07-03 14:30:00,BUY,Bullish Inside Bar,7,42.20649315043158,2363.714,2357.636,2381.948
2024-07-10 13:15:00,BUY,Morning Star,9,39.3399948970695,2380.459,2377.318,2389.8819999999987
2024-07-11 06:45:00,BUY,Bullish Engulfing,9,36.64363001221917,2381.775,2377.966,2393.2020000000007
2024-07-11 08:00:00,BUY,Morning Star,10,32.79092892340829,2383.266,2379.041,2395.941
2024-07-11 09:45:00,BUY,Bullish Pin Bar,8,37.651425065476104,2383.932,2381.736,2390.5199999999995
2024-07-11 12:30:00,BUY,Bullish Engulfing,9,29.426610134416823,2407.727,2377.609,2498.0809999999997
2024-07-24 06:45:00,BUY,Morning Star,7,29.719127256056577,2417.498,2415.229,2424.3050000000007
2024-07-30 09:00:00,BUY,Bullish Pin Bar,7,38.020237042627194,2389.489,2387.295,2396.071
2024-07-30 13:45:00,BUY,Bullish Pin Bar,8,29.264218887758545,2394.129,2390.987,2403.5549999999994
2024-08-02 08:00:00,BUY,Bullish Inside Bar,6,36.03209460132338,2462.91,2460.444,2470.3079999999995
2024-08-08 10:15:00,BUY,Three White Soldiers,8,33.32491033552069,2399.819,2397.694,2406.194
2024-08-08 13:15:00,BUY,Bullish Engulfing,10,37.73733903210321,2409.86,2401.795,2434.0550000000003
2024-08-08 22:45:00,BUY,Bullish Inside Bar,6,35.413222239981515,2425.777,2424.636,2429.2000000000003
2024-08-12 11:45:00,BUY,Bullish Inside Bar,6,36.34279657386239,2441.498,2439.456,2447.624
2024-08-12 14:30:00,BUY,Morning Star,9,36.76029640023998,2451.702,2447.381,2464.6650000000013
2024-08-16 14:30:00,BUY,Bullish Inside Bar,9,42.43795368529019,2484.568,2478.452,2502.916
2024-08-23 07:00:00,BUY,Bullish Pin Bar,6,28.321560319206466,2493.407,2491.465,2499.233
2024-08-30 08:00:00,BUY,Bullish Engulfing,9,32.13367530624579,2523.588,2518.363,2539.2630000000013
2024-09-04 05:15:00,BUY,Bullish Inside Bar,6,32.23047882162281,2495.713,2494.153,2500.3930000000014
2024-09-12 13:15:00,BUY,Bullish Pin Bar,9,31.100088811690256,2539.565,2530.505,2566.745
2024-09-12 16:30:00,BUY,Bullish Inside Bar,8,50.260914392876266,2547.825,2544.617,2557.4489999999987
2024-09-13 06:15:00,BUY,Bullish Engulfing,10,47.47018655427979,2567.6,2562.568,2582.695999999999
2024-09-13 08:45:00,BUY,Morning Star,8,35.09170442872848,2570.0,2566.206,2581.3819999999996
2024-09-13 15:45:00,BUY,Three White Soldiers,7,29.12951048868016,2582.14,2577.983,2594.610999999999
2024-10-01 07:30:00,BUY,Bullish Engulfing,8,25.076326022821636,2644.011,2641.133,2652.6450000000004
2024-10-01 15:00:00,BUY,Bullish Pin Bar,7,34.71526558292042,2660.359,2653.357,2681.365
2024-10-11 07:00:00,BUY,Morning Star,7,43.98844222346569,2641.168,2637.783,2651.323000000001
2024-10-18 09:00:00,BUY,Three White Soldiers,8,25.873078464231067,2709.362,2705.635,2720.5429999999997
2024-10-24 12:15:00,BUY,Bullish Engulfing,9,44.87477751829327,2739.053,2735.227,2750.531
2024-10-25 17:15:00,BUY,Three White Soldiers,7,27.537155152427292,2741.51,2738.952,2749.184
2024-11-06 18:45:00,SELL,Bearish Inside Bar,7,45.67369517556115,2665.607,2667.565,2659.7329999999997
2024-11-06 20:30:00,SELL,Three Black Crows,9,41.49001099634817,2659.975,2663.581,2649.1569999999992
2024-11-06 23:15:00,SELL,Bearish Inside Bar,6,39.14448266628258,2662.677,2664.817,2656.2570000000005
2024-11-08 08:30:00,SELL,Bearish Pin Bar,10,33.832490050900866,2686.048,2692.339,2667.1749999999993
2024-11-11 05:30:00,SELL,Hanging Man,6,38.5284005608702,2670.008,2670.732,2667.8359999999993
2024-11-11 07:00:00,SELL,Hanging Man,6,30.386010417680957,2672.104,2674.582,2664.6699999999996
2024-11-11 08:15:00,SELL,Hanging Man,6,30.2024706930948,2670.096,2672.213,2663.7449999999994
2024-11-11 10:30:00,SELL,Evening Star,6,31.207064810203754,2668.507,2671.697,2658.937
2024-11-11 13:00:00,SELL,Hanging Man,7,36.23883045486364,2656.521,2657.969,2652.1770000000006
2024-11-12 08:15:00,SELL,Bearish Inside Bar,8,40.75646177745092,2602.073,2605.59,2591.521999999999
2024-11-12 11:15:00,SELL,Hanging Man,8,48.85302360845925,2598.025,2599.263,2594.3110000000006
2024-11-14 05:00:00,SELL,Bearish Inside Bar,6,37.207119311311935,2562.074,2565.634,2551.3940000000002
2024-11-14 10:00:00,SELL,Hanging Man,6,33.85736258436438,2544.633,2545.206,2542.913999999999
2024-11-22 05:45:00,BUY,Bullish Pin Bar,8,33.495759327538345,2686.668,2682.511,2699.1390000000006
2024-11-22 11:30:00,BUY,Bullish Pin Bar,8,44.585860512132285,2702.605,2696.489,2720.953
2024-11-22 12:30:00,BUY,Bullish Engulfing,8,37.02483873714343,2703.328,2696.496,2723.8239999999996
2024-11-25 07:30:00,SELL,Hanging Man,8,54.03008421355264,2668.22,2669.262,2665.0939999999987
2024-11-25 20:00:00,SELL,Hanging Man,8,49.78977833159354,2627.197,2628.046,2624.650000000001
2024-11-25 21:15:00,SELL,Bearish Inside Bar,8,45.48292911173853,2626.346,2628.273,2620.5649999999996
2024-12-13 16:15:00,SELL,Bearish Inside Bar,8,46.883002116750426,2660.306,2663.708,2650.1
2024-12-13 17:00:00,SELL,Evening Star,9,42.642186529907384,2660.32,2662.785,2652.925000000001
2024-12-17 12:00:00,SELL,Bearish Pin Bar,7,31.120679813786953,2641.481,2644.636,2632.016000000001
2024-12-23 14:45:00,SELL,Hanging Man,7,33.714957420194885,2615.719,2617.654,2609.914
2024-12-27 16:30:00,SELL,Bearish Inside Bar,6,36.93173786532805,2617.589,2619.752,2611.1
2024-12-27 19:00:00,SELL,Evening Star,7,33.851224188713005,2617.599,2619.436,2612.088
2025-01-10 08:45:00,BUY,Bullish Pin Bar,7,29.368458152651826,2680.057,2675.779,2692.890999999999
2025-01-14 23:45:00,BUY,Bullish Engulfing,7,25.329107450644283,2675.59,2673.495,2681.875000000001
2025-01-15 12:15:00,BUY,Bullish Pin Bar,7,35.01522206642401,2686.645,2684.088,2694.3159999999993
2025-01-15 14:15:00,BUY,Bullish Pin Bar,9,32.53038144285393,2689.546,2685.292,2702.3079999999995
2025-01-16 13:30:00,BUY,Three White Soldiers,8,30.271786175140043,2714.212,2709.014,2729.8059999999996
2025-01-16 15:15:00,BUY,Bullish Inside Bar,7,33.477006507411964,2717.632,2712.347,2733.4869999999996
2025-01-20 05:45:00,BUY,Bullish Pin Bar,8,29.97399141173221,2707.295,2703.216,2719.5320000000006
2025-01-24 08:30:00,BUY,Bullish Pin Bar,7,35.952488525639225,2772.448,2769.466,2781.394
2025-01-30 12:00:00,BUY,Bullish Engulfing,10,44.98447823164961,2778.652,2775.561,2787.9249999999997
2025-01-30 13:30:00,BUY,Bullish Engulfing,11,46.79963379204181,2783.818,2778.264,2800.4800000000005
2025-01-31 16:00:00,BUY,Bullish Pin Bar,8,39.848832839583494,2809.708,2806.581,2819.089
2025-02-03 10:30:00,BUY,Bullish Engulfing,6,28.097147804257073,2796.65,2792.476,2809.172
2025-02-03 17:00:00,BUY,Bullish Inside Bar,6,43.62454491378886,2817.244,2813.508,2828.452000000001
2025-02-04 15:45:00,BUY,Bullish Harami,6,31.952149663153058,2835.918,2833.656,2842.7040000000006
2025-02-05 07:15:00,BUY,Bullish Inside Bar,7,33.099580301120156,2858.078,2855.144,2866.8800000000006
2025-02-05 15:30:00,BUY,Bullish Pin Bar,7,28.08477005858943,2877.535,2873.174,2890.6179999999995
2025-02-10 05:45:00,BUY,Bullish Engulfing,9,37.20812292426948,2879.22,2875.547,2890.238999999999
2025-02-10 15:00:00,BUY,Bullish Pin Bar,8,38.89624399243149,2909.894,2904.011,2927.542999999999
2025-02-10 15:45:00,BUY,Bullish Pin Bar,8,37.082212708868134,2908.93,2904.396,2922.531999999999
2025-02-17 05:00:00,BUY,Bullish Inside Bar,6,32.456686087001344,2900.459,2898.591,2906.0629999999996
2025-02-18 20:00:00,BUY,Bullish Inside Bar,6,33.93872629011318,2936.582,2934.879,2941.691
2025-03-18 06:30:00,BUY,Bullish Inside Bar,6,35.00024563971188,3013.582,3011.157,3020.856999999999
2025-03-27 06:45:00,BUY,Bullish Engulfing,9,32.80331897576741,3029.957,3026.2,3041.228
2025-03-27 08:00:00,BUY,Three White Soldiers,10,33.10629726202463,3037.505,3033.854,3048.458000000001
2025-03-27 10:15:00,BUY,Three White Soldiers,9,37.19240612321541,3052.078,3045.499,3071.8150000000005
2025-03-27 14:15:00,BUY,Three White Soldiers,7,33.62054027696148,3050.727,3045.723,3065.7389999999996
2025-04-07 20:00:00,SELL,Hanging Man,6,38.202513530938496,2979.384,2981.197,2973.9449999999997
2025-04-09 11:00:00,BUY,Bullish Pin Bar,7,35.920211243044555,3045.466,3035.577,3075.132999999999
2025-04-09 13:00:00,BUY,Morning Star,9,33.152959226899114,3056.961,3046.781,3087.5009999999993
2025-04-10 20:00:00,BUY,Bullish Inside Bar,6,32.17797904655545,3174.471,3169.965,3187.9889999999996
2025-04-11 10:00:00,BUY,Three White Soldiers,7,28.40018098837953,3234.825,3224.952,3264.4439999999986
2025-04-11 14:00:00,BUY,Bullish Inside Bar,6,26.41375761426439,3232.822,3222.409,3264.061
2025-04-15 06:15:00,BUY,Bullish Pin Bar,7,33.80806591418034,3226.905,3223.591,3236.847000000001
2025-04-16 11:30:00,BUY,Morning Star,7,33.80226236263185,3302.909,3294.591,3327.8630000000007
2025-04-16 16:45:00,BUY,Bullish Inside Bar,6,34.88400324523921,3327.249,3321.744,3343.7639999999988
2025-04-21 08:15:00,BUY,Morning Star,9,41.31047870277554,3389.25,3383.46,3406.62
2025-05-02 06:45:00,BUY,Bullish Pin Bar,6,31.640222207953936,3252.922,3245.814,3274.2460000000005
2025-05-02 08:30:00,BUY,Bullish Inside Bar,6,31.758257112552627,3260.529,3256.469,3272.709
2025-05-05 04:00:00,BUY,Bullish Engulfing,9,34.20334521339308,3257.049,3253.292,3268.32
2025-05-05 05:45:00,BUY,Bullish Pin Bar,6,30.02906247473651,3259.733,3253.589,3278.165000000001
2025-05-05 08:15:00,BUY,Bullish Engulfing,7,30.51582295096438,3271.966,3262.56,3300.1839999999997
2025-05-05 17:00:00,BUY,Bullish Inside Bar,6,46.61427586280903,3311.715,3308.64,3320.940000000001
2025-05-05 19:15:00,BUY,Three White Soldiers,9,48.89135869688296,3336.401,3325.201,3370.0009999999993
2025-05-05 23:30:00,BUY,Bullish Inside Bar,7,48.83969629933815,3333.408,3330.891,3340.9589999999994
2025-05-06 05:45:00,BUY,Bullish Engulfing,6,29.790610825898003,3362.038,3349.652,3399.196
2025-05-06 12:45:00,BUY,Bullish Pin Bar,9,25.774615956830544,3391.025,3384.86,3409.52
2025-05-12 11:30:00,SELL,Hanging Man,8,51.73829405396816,3219.543,3221.815,3212.7270000000003
2025-05-13 08:45:00,BUY,Bullish Pin Bar,6,28.191740351294428,3255.569,3249.905,3272.5609999999992
2025-05-14 06:15:00,SELL,Evening Star,6,29.79117195868452,3230.783,3235.352,3217.076
2025-05-14 17:00:00,SELL,Bearish Inside Bar,6,34.015314537724755,3186.569,3191.037,3173.1650000000004
2025-05-16 13:00:00,SELL,Bearish Pin Bar,10,35.018739697788696,3176.826,3186.277,3148.473
2025-05-16 13:45:00,SELL,Bearish Inside Bar,6,32.178349729265555,3180.653,3186.787,3162.2509999999997
2025-05-23 11:30:00,BUY,Bullish Pin Bar,8,25.671383898378593,3334.597,3324.005,3366.3730000000005
2025-05-27 14:00:00,SELL,Hanging Man,8,47.35205625548469,3298.036,3298.955,3295.2790000000005
2025-05-29 18:30:00,BUY,Bullish Inside Bar,6,41.30387168293109,3321.149,3317.758,3331.322
2025-06-02 14:30:00,BUY,Bullish Inside Bar,8,45.28526592824875,3377.913,3371.591,3396.8790000000004
2025-06-02 17:30:00,BUY,Bullish Inside Bar,7,43.57217531534252,3374.723,3371.675,3383.8669999999993
2025-06-02 19:30:00,BUY,Bullish Engulfing,9,44.362675323822415,3380.395,3377.908,3387.856
2025-06-10 12:15:00,BUY,Bullish Engulfing,8,38.86368352114844,3337.147,3327.7,3365.4880000000003
2025-06-12 04:15:00,BUY,Bullish Inside Bar,6,38.29875530840195,3371.893,3369.221,3379.909
2025-06-27 07:15:00,SELL,Hanging Man,8,44.153772637434706,3289.109,3290.263,3285.647
2025-06-27 09:00:00,SELL,Evening Star,10,47.2028105585553,3285.435,3290.33,3270.75
2025-06-27 10:45:00,SELL,Hanging Man,7,43.88309660755156,3285.613,3286.532,3282.855999999999
2025-07-01 13:45:00,BUY,Bullish Engulfing,9,46.55865177411232,3351.512,3343.98,3374.1080000000006
2025-07-07 06:45:00,SELL,Bearish Engulfing,6,30.866195600016678,3309.878,3312.639,3301.5950000000003
2025-07-07 11:15:00,SELL,Bearish Inside Bar,6,33.810712977494596,3302.378,3305.801,3292.109000000001
2025-07-09 07:15:00,SELL,Bearish Pin Bar,9,44.700540913665556,3290.669,3294.64,3278.756
2025-07-09 08:30:00,SELL,Hanging Man,8,43.291360540223906,3286.992,3287.495,3285.483000000001
2025-07-15 19:00:00,SELL,Evening Star,9,37.415171422943274,3327.387,3330.566,3317.8500000000013
2025-07-15 22:15:00,SELL,Bearish Inside Bar,6,33.47816349275943,3326.391,3328.1,3321.2640000000006
2025-07-17 07:00:00,SELL,Bearish Harami,6,26.706809346941206,3333.937,3336.716,3325.6
2025-07-17 12:00:00,SELL,Hanging Man,6,31.25499280233618,3325.176,3326.482,3321.258
2025-07-21 08:45:00,BUY,Bullish Inside Bar,6,33.16247135281491,3365.909,3364.219,3370.9790000000003
2025-07-25 12:30:00,SELL,Hanging Man,9,48.03932692544141,3340.493,3342.17,3335.4619999999995
2025-07-25 13:30:00,SELL,Bearish Pin Bar,9,44.07802812886516,3339.964,3347.998,3315.8619999999996
2025-07-30 19:00:00,SELL,Three Black Crows,10,37.52626272067018,3275.262,3283.18,3251.508000000001
2025-08-01 16:30:00,BUY,Bullish Inside Bar,8,43.045307063588,3342.525,3340.054,3349.938
2025-08-04 15:30:00,BUY,Bullish Engulfing,7,28.823975523830125,3375.699,3370.147,3392.3550000000005
2025-08-14 20:00:00,SELL,Three Black Crows,8,32.18633792365068,3335.203,3339.04,3323.692
2025-08-22 06:00:00,SELL,Hanging Man,7,37.81855996386213,3329.431,3330.751,3325.4709999999995
2025-08-22 07:30:00,SELL,Evening Star,8,32.25912921480975,3328.392,3333.129,3314.1809999999996
2025-08-22 08:30:00,SELL,Bearish Engulfing,6,27.217282445680638,3328.18,3330.945,3319.884999999999
2025-08-28 13:15:00,BUY,Morning Star,7,26.584465519419297,3404.692,3397.602,3425.9620000000004
2025-08-29 20:15:00,BUY,Bullish Inside Bar,6,37.47333893512203,3450.067,3445.844,3462.736
2025-09-02 05:30:00,BUY,Bullish Engulfing,9,43.63663186849201,3496.151,3491.619,3509.746999999999
2025-09-05 14:45:00,BUY,Morning Star,9,36.380692041712614,3590.206,3578.972,3623.908
2025-09-08 13:00:00,BUY,Three White Soldiers,10,46.13696921198025,3630.66,3622.758,3654.366
2025-09-09 04:30:00,BUY,Three White Soldiers,8,29.400656648747745,3655.238,3650.726,3668.773999999999
2025-09-22 06:30:00,BUY,Three White Soldiers,10,46.02636970803423,3716.962,3704.409,3754.6209999999996
2025-09-22 12:45:00,BUY,Morning Star,10,48.074224190571854,3721.646,3714.677,3742.5530000000003
2025-09-22 19:45:00,BUY,Morning Star,10,43.14984650227083,3747.651,3744.799,3756.2069999999994
2025-09-23 12:30:00,BUY,Bullish Inside Bar,7,38.829916496990684,3784.272,3778.871,3800.4749999999995
2025-10-06 05:45:00,BUY,Bullish Inside Bar,8,52.07394140769742,3932.657,3927.829,3947.141
2025-10-08 09:30:00,BUY,Bullish Engulfing,7,36.86786910690855,4040.282,4030.329,4070.141
2025-10-13 07:30:00,BUY,Bullish Pin Bar,8,39.50001113259797,4075.246,4067.695,4097.898999999999
2025-10-13 10:15:00,BUY,Bullish Inside Bar,7,40.85922761686295,4076.24,4070.853,4092.400999999999
2025-10-16 16:45:00,BUY,Bullish Inside Bar,6,25.20752830055915,4282.611,4268.033,4326.344999999998
2025-10-20 15:30:00,BUY,Bullish Inside Bar,6,32.438618917857184,4349.92,4343.498,4369.1860000000015
2025-10-20 20:30:00,BUY,Bullish Pin Bar,8,35.507587558740504,4357.171,4346.256,4389.916
2025-10-28 12:45:00,SELL,Hanging Man,6,37.49952573685513,3912.891,3917.171,3900.051000000001
2025-10-29 23:30:00,SELL,Bearish Engulfing,9,51.05888805850076,3945.122,3951.209,3926.861
2025-11-06 18:45:00,SELL,Bearish Inside Bar,6,41.00255801021638,3987.769,3990.97,3978.1659999999997
2025-11-06 19:30:00,SELL,Evening Star,8,35.676212762447285,3989.486,3993.319,3977.9869999999996
2025-11-10 10:00:00,BUY,Bullish Inside Bar,7,49.24325229206328,4081.228,4076.17,4096.402
2025-11-10 12:00:00,BUY,Three White Soldiers,9,46.69759033887658,4089.786,4083.682,4108.098000000001
2025-11-10 23:00:00,BUY,Three White Soldiers,7,30.127123900333327,4119.341,4114.401,4134.161000000002
2025-11-19 15:00:00,BUY,Bullish Pin Bar,9,29.048992104776058,4129.807,4119.971,4159.3150000000005
2025-11-28 04:00:00,BUY,Morning Star,10,40.30008383009585,4186.338,4181.931,4199.559
2025-12-03 15:00:00,BUY,Bullish Inside Bar,6,30.993274314488076,4217.647,4205.645,4253.652999999998
2025-12-11 21:15:00,BUY,Bullish Engulfing,7,30.789694677079304,4279.456,4272.025,4301.749000000002
2025-12-12 13:00:00,BUY,Bullish Engulfing,11,54.35730234638835,4336.98,4320.822,4385.453999999998
2025-12-15 05:45:00,BUY,Three White Soldiers,8,32.432818424034444,4343.484,4337.588,4361.172000000002
2025-12-15 08:00:00,BUY,Bullish Engulfing,8,34.92208144191802,4342.854,4338.446,4356.078000000001
2025-12-17 14:30:00,BUY,Morning Star,9,26.051651394094588,4338.107,4325.045,4377.293
2025-12-22 13:30:00,BUY,Bullish Inside Bar,8,41.88933397533402,4423.866,4417.757,4442.193000000001
2025-12-22 16:45:00,BUY,Bullish Inside Bar,6,32.563747153835536,4438.767,4434.006,4453.049999999998
2025-12-26 06:00:00,BUY,Bullish Engulfing,7,29.425915838342544,4512.554,4508.32,4525.256000000001
2026-01-05 04:15:00,BUY,Morning Star,10,51.287476444369766,4404.846,4399.551,4420.730999999997
2026-01-05 06:15:00,BUY,Three White Soldiers,9,47.89128401796208,4424.117,4415.31,4450.538
2026-01-28 09:45:00,BUY,Bullish Inside Bar,7,56.18586045675337,5277.991,5266.394,5312.781999999999
2026-01-28 13:15:00,BUY,Bullish Inside Bar,6,29.573059487307066,5281.802,5272.89,5308.537999999998
2026-02-19 15:15:00,BUY,Bullish Engulfing,8,25.183738523145166,5015.939,4995.384,5077.604000000001
2026-02-27 17:30:00,BUY,Bullish Engulfing,7,33.54755733549416,5234.744,5219.996,5278.9879999999985
2026-03-06 18:30:00,BUY,Three White Soldiers,7,28.70445191668998,5164.918,5148.274,5214.849999999998
2026-03-10 04:00:00,BUY,Bullish Engulfing,7,28.471507897950122,5164.072,5153.925,5194.513
2026-03-10 05:45:00,BUY,Bullish Engulfing,7,27.338163043760442,5177.71,5166.333,5211.841000000001
2026-03-13 17:30:00,SELL,Bearish Pin Bar,9,38.219691708658814,5053.627,5064.37,5021.398000000002
2026-03-16 04:45:00,SELL,Three Black Crows,7,27.47540763936597,5012.926,5017.557,4999.033000000002
2026-03-16 11:45:00,SELL,Evening Star,6,26.73369935651683,4997.086,5018.398,4933.150000000001
2026-03-18 19:00:00,SELL,Hanging Man,6,29.59360564633412,4857.113,4861.89,4842.782
2026-03-19 14:15:00,SELL,Evening Star,11,64.67728112124068,4585.737,4636.186,4434.390000000001
2026-03-19 15:15:00,SELL,Bearish Inside Bar,8,56.9586938313671,4602.881,4629.619,4522.667000000002
2026-03-20 16:15:00,SELL,Bearish Pin Bar,10,40.38976052990641,4584.892,4614.239,4496.851000000001
2026-03-20 18:15:00,SELL,Hanging Man,6,35.42841576859705,4554.521,4568.653,4512.124999999998
2026-03-23 04:45:00,SELL,Hanging Man,8,45.903306509483116,4367.242,4377.032,4337.872
2026-03-25 22:00:00,SELL,Bearish Pin Bar,7,32.292050785786124,4512.588,4532.703,4452.242999999998
2026-04-02 08:15:00,SELL,Bearish Inside Bar,7,50.61674214450142,4634.148,4645.514,4600.05
2026-04-02 10:15:00,SELL,Hanging Man,7,42.29236618905467,4618.673,4627.483,4592.242999999999
2026-04-07 05:00:00,SELL,Evening Star,6,25.02967886305002,4655.812,4661.806,4637.830000000001
2026-04-08 17:45:00,SELL,Three Black Crows,7,31.260187715298166,4733.96,4741.917,4710.088999999999
2026-04-15 11:00:00,SELL,Hanging Man,6,28.276226364630684,4802.45,4804.947,4794.958999999999
2026-04-16 18:15:00,SELL,Bearish Inside Bar,6,32.41707175244315,4787.183,4793.544,4768.1
2026-04-21 08:45:00,SELL,Bearish Engulfing,7,35.1513876807848,4786.257,4793.056,4765.86
2026-04-23 05:15:00,SELL,Bearish Inside Bar,6,31.42249348776808,4706.069,4709.668,4695.272000000003
2026-04-23 06:45:00,SELL,Bearish Pin Bar,6,27.915188001338986,4712.71,4721.903,4685.130999999999
2026-05-04 10:15:00,SELL,Hanging Man,7,39.87576341417297,4544.784,4545.728,4541.951999999998
2026-05-04 11:15:00,SELL,Bearish Engulfing,9,38.23880418641392,4562.304,4570.576,4537.488
2026-05-04 12:45:00,SELL,Bearish Pin Bar,6,32.252869902722644,4568.131,4576.406,4543.306000000001
2026-05-04 17:45:00,SELL,Bearish Engulfing,9,36.39657615184129,4522.225,4527.083,4507.651000000003
2026-05-07 09:00:00,BUY,Bullish Pin Bar,6,28.444720003776485,4734.127,4720.978,4773.574000000001
2026-05-19 23:00:00,SELL,Hanging Man,8,41.63356135757574,4485.971,4487.247,4482.142999999997
2026-05-26 04:30:00,SELL,Three Black Crows,9,38.94817432118379,4526.36,4533.815,4503.995
2026-05-27 12:30:00,SELL,Bearish Inside Bar,7,39.060021420941425,4447.083,4460.679,4406.294999999998
2026-05-28 06:00:00,SELL,Evening Star,10,43.12265281977951,4376.13,4391.139,4331.103
2026-06-01 05:45:00,SELL,Bearish Pin Bar,10,41.217833570937415,4518.347,4525.658,4496.413999999998
2026-06-01 09:30:00,SELL,Hanging Man,8,37.39319592099606,4498.155,4499.803,4493.210999999999
2026-06-02 23:15:00,SELL,Three Black Crows,10,41.52177744973087,4467.336,4478.05,4435.194
2026-06-03 06:45:00,SELL,Hanging Man,6,28.32389496921766,4462.83,4463.406,4461.102
2026-06-08 07:30:00,SELL,Bearish Engulfing,7,33.26692117873725,4301.822,4312.03,4271.198000000001
2026-06-09 18:30:00,SELL,Bearish Inside Bar,7,33.0455878729665,4264.315,4274.621,4233.396999999998
2026-06-10 11:00:00,SELL,Hanging Man,7,33.123933404386015,4168.371,4176.621,4143.621
2026-06-10 12:45:00,SELL,Bearish Inside Bar,6,33.773485089439085,4146.777,4170.155,4076.643000000001
2026-06-10 17:00:00,SELL,Bearish Pin Bar,8,30.10150287816054,4118.105,4135.48,4065.9799999999996
2026-06-17 19:15:00,SELL,Three Black Crows,9,27.265720172648383,4227.187,4266.118,4110.393999999998
2026-06-18 12:30:00,SELL,Evening Star,10,35.59751444183249,4243.246,4259.091,4195.710999999999
2026-06-18 18:00:00,SELL,Bearish Engulfing,8,27.23119679997381,4228.08,4233.484,4211.867999999999
2026-06-18 23:30:00,SELL,Bearish Engulfing,8,33.08661325822937,4194.291,4199.777,4177.8330000000005
2026-06-19 06:15:00,SELL,Bearish Inside Bar,8,50.78912025478684,4141.96,4147.736,4124.6320000000005
2026-06-23 11:30:00,SELL,Evening Star,7,32.09168310350012,4121.297,4129.378,4097.053999999999
2026-06-29 14:30:00,SELL,Bearish Inside Bar,6,32.60366026324202,4021.139,4028.814,3998.114000000001
2026-06-29 16:00:00,SELL,Bearish Inside Bar,8,40.77350607183174,4023.79,4029.261,4007.377
2026-07-07 04:15:00,SELL,Bearish Inside Bar,8,40.167075480106014,4132.072,4138.211,4113.655
2026-07-10 14:45:00,SELL,Bearish Inside Bar,7,26.245771194188347,4092.86,4108.215,4046.795
2026-07-13 05:45:00,SELL,Bearish Engulfing,6,25.81868591894989,4053.78,4064.749,4020.8730000000014
2026-07-16 04:15:00,SELL,Bearish Inside Bar,7,35.08250796659594,4033.815,4037.478,4022.826
2026-07-16 20:00:00,SELL,Bearish Inside Bar,6,32.13317757034013,3975.031,3980.777,3957.7929999999997
2026-07-23 12:00:00,SELL,Bearish Inside Bar,6,39.71533602168669,4081.348,4086.58,4065.652
2026-07-24 05:30:00,SELL,Bearish Pin Bar,11,42.030454364395425,4024.89,4032.106,4003.241999999999
2026-07-28 06:45:00,SELL,Bearish Inside Bar,6,42.964648933685986,4048.237,4052.046,4036.810000000001
2026-07-28 13:45:00,SELL,Bearish Inside Bar,6,28.319054539222265,4022.374,4029.453,4001.1369999999993
2026-07-31 15:15:00,SELL,Evening Star,6,26.738201729891593,4041.286,4053.273,4005.325
2026-08-04 14:00:00,BUY,Bullish Inside Bar,6,32.64585017709129,4089.939,4082.685,4111.700999999999
2026-08-05 17:15:00,BUY,Bullish Pin Bar,9,44.502002383391,4244.602,4236.193,4269.828999999999
2026-08-05 20:00:00,BUY,Bullish Inside Bar,6,38.464499412407136,4249.283,4246.197,4258.541000000001
2026-08-05 23:15:00,BUY,Three White Soldiers,8,33.46387847892288,4263.346,4255.5,4286.883999999998
